taxid|organism_name|assembly_accession|intraspecific_name|status
1548208|Cephaloticoccus capnophilus|GCF_001580045.1|strain=CV41|active
1548213|Alkalicoccus urumqiensis|GCF_002993335.1|strain=BZ-SZ-XJ18|active
1548457|Marivirga atlantica|GCF_016734805.1|strain=SM1354|active
1548547|Woeseia oceani|GCF_001677435.1|strain=XK5|active
1548548|Bradymonas sediminis|GCF_003258315.1|strain=FA350|active
1548548|Bradymonas sediminis|GCF_004362595.1|strain=DSM 28820|skipped
1548597|Anaerobacillus alkaliphilus|GCF_004116265.1|strain=B16-10|active
1548749|Aequorivita aquimaris|GCF_001573155.1|strain=D-24|active
1548|Clostridium scatologenes|GCF_000968375.1|strain=ATCC 25775|active
1549638|Quisquiliibacterium transsilvanicum|GCF_014202215.1|strain=DSM 29781|active
1549639|Rufibacter quisquiliarum|GCF_014138425.1|strain=DSM 29854|active
1549640|Sapientia aquatica|GCF_004358105.1|strain=SA-152|active
1549641|Siculibacillus lacustris|GCF_004328075.1|strain=SA-279|active
1549648|Chryseobacterium echinoideorum|GCF_007474535.1|strain=CC-CZW010|active
1549748|Kiloniella litopenaei|GCF_000982415.1|strain=P1-1|active
154981|Aliiroseovarius crassostreae|GCF_001307765.1|strain=CV919-312|active
154981|Aliiroseovarius crassostreae|GCF_900116725.1|strain=DSM 16950|skipped
1549850|Thioclava electrotropha|GCF_002085925.2|strain=Elox9|active
1549854|Rhodobaculum claviforme|GCF_016653255.1|strain=LMG 28126|active
1549855|Haematospirillum jordaniae|GCF_001611975.1|strain=H5569|active
1549855|Haematospirillum jordaniae|GCF_012102615.1|strain=H5569|skipped
1549858|Sphingomonas taxi|GCF_000764535.1|strain=ATCC 55669|active
1549949|Bradyrhizobium vignae|GCF_004114425.1|strain=LMG 28791|active
1549949|Bradyrhizobium vignae|GCF_900324035.1||skipped
1550024|Ruthenibacterium lactatiformans|GCF_000949455.1|strain=585-1|active
1550385|Bacillus alkalitolerans|GCF_010882125.1|strain=KCTC 33631|active
1550579|Mucilaginibacter gotjawali|GCF_002355435.1|strain=SA3-7|active
1550579|Mucilaginibacter gotjawali|GCF_014191635.1|strain=CECT 8628|skipped
1550728|Blastomonas fulva|GCF_003431825.1|strain=T2|active
1550736|Corticibacter populi|GCF_003703815.1|strain=DSM 105136|active
1550736|Corticibacter populi|GCF_004217315.1|strain=DSM 105136|skipped
155085|Staphylococcus lutrae|GCF_002101335.1|strain=ATCC 700373|active
155085|Staphylococcus lutrae|GCF_002902165.1|strain=DSM 10244|skipped
1550906|Leeuwenhoekiella polynyae|GCF_004104075.1|strain=LMG 29608|active
155177|Streptomyces yatensis|GCF_018069625.1|strain=DSM 41771|active
155192|Bartonella capreoli|GCF_902813205.1|strain=DSM 21569|active
155194|Bartonella bovis|GCF_902728095.1|strain=CIP 106692|active
155197|Fulvimonas soli|GCF_003148905.1|strain=DSM 14263|active
155197|Fulvimonas soli|GCF_006352285.1|strain=LMG 19981|skipped
1551|Clostridium aurantibutyricum|GCF_002006235.1|strain=DSM 793|active
1552123|Listeria booriae|GCF_000766865.1|strain=FSL A5-0281|active
1552123|Listeria booriae|GCF_014224295.1|strain=FSL L7-1409|skipped
1552123|Listeria booriae|GCF_900453065.1|strain=NCTC13936|skipped
1552750|Zoogloea oleivorans|GCF_008107625.1|strain=Buc|active
1552759|Mycobacterium grossiae|GCF_008329645.1|strain=DSM 104744|active
1552|Clostridium estertheticum subsp. estertheticum|GCF_001877035.1|strain=DSM 8809|active
155322|Bacillus toyonensis|GCF_016605985.1|strain=P18|active
1553431|Mycoavidus cysteinexigens|GCF_003966915.1|strain=B1EB|active
1553448|Gemmobacter intermedius|GCF_004054105.1|strain=119/4|active
1553449|Psychrobacter ciconiae|GCF_904846055.1||active
1553|Clostridium tetanomorphum|GCF_013294265.1|strain=DJ062|retired_Oct21
1553|Clostridium tetanomorphum|GCF_017873215.1|strain=DSM 4474|skipped
1555112|Limnochorda pilosa|GCF_001544015.1|strain=HC45|active
1555194|Formosa haliotis|GCF_001685485.1|strain=LMG 28520|active
155615|Fusobacterium nucleatum subsp. vincentii|GCF_900450795.1|strain=NCTC11326|active
155617|Enterococcus moraviensis|GCF_001886065.1|strain=DSM 15919|active
155618|Enterococcus haemoperoxidus|GCF_001885985.1|strain=DSM 15920|active
155865|Eubacterium pyruvativorans|GCF_900102225.1|strain=i6|active
155866|Weissella soli|GCF_001761545.1|strain=KACC 11848|active
155866|Weissella soli|GCF_012396465.1|strain=CCUG 46608|skipped
155892|Caulobacter vibrioides|GCF_002310295.2|strain=CB2|active
155892|Caulobacter vibrioides|GCF_002858865.1|strain=DSM 9893|skipped
155974|Actinokineospora terrae|GCF_900111175.1|strain=DSM 44260|active
155976|Actinokineospora auranticolor|GCF_002934265.1|strain=YU 961-1|active
1559896|Sulfuriferula multivorans|GCF_003851125.1|strain=TTN|active
1559|Clostridium tertium|GCF_017873245.1|strain=DSM 2485|active
1559|Clostridium tertium|GCF_902373955.1||skipped
1560005|Edaphobacter dinghuensis|GCF_014640335.1|strain=CGMCC 1.12997|active
1560006|Acidipila dinghuensis|GCF_004123295.1|strain=DHOF10|active
1560006|Acidipila dinghuensis|GCF_014640355.1|strain=CGMCC 1.13007|skipped
1560201|Erwinia iniecta|GCF_001267535.1|strain=B120|active
1560234|Halodesulfovibrio spirochaetisodalis|GCF_001672295.1|strain=JC271|active
1560345|Sphingomonas panacis|GCF_001717955.1|strain=DCY99|active
1561924|Kangiella profundi|GCF_002838765.1|strain=FT102|active
1561924|Kangiella profundi|GCF_014640235.1|strain=CGMCC 1.12959|skipped
1561|Clostridium baratii|GCF_001991075.2|strain=CDC51267|active
156202|Petrotoga sibirica|GCF_004366085.1|strain=DSM 13575|active
156203|Petrotoga olearia|GCF_003688505.1|strain=DSM 13574|active
156205|Halobacillus trueperi|GCF_003386945.1|strain=KCTC 3686|active
1562106|Sediminibacillus terrae|GCF_009602435.1|strain=JSM 102062|active
1562124|Hymenobacter glacieicola|GCF_014640315.1|strain=CGMCC 1.12990|active
1562308|Marinobacter piscensis|GCF_007671655.1|strain=Abdou3|active
1562389|Pedobacter nanyangensis|GCF_003313505.1|strain=Q-4|active
1562603|Microbulbifer rhizosphaerae|GCF_014191725.1|strain=CECT 8799|active
1562651|Streptococcus pharyngis|GCF_007859195.1|strain=CCUG 66496|active
1562698|Desulfurella amilsii|GCF_002119425.1|strain=TR1|active
1562887|Frankia coriariae|GCF_001017755.1|strain=BMG5.1|active
1562974|Comamonas piscis|GCF_014109725.1|strain=BIGb0172|active
1563157|Pseudomonas endophytica|GCF_001411475.1|strain=BSTT44|active
1563158|Erwinia endophytica|GCF_009295515.1|strain=A41C3|active
1563222|Citrobacter pasteurii|GCF_000826205.1|strain=CIP 55.13|active
1563222|Citrobacter pasteurii|GCF_008373795.1|strain=BA18|skipped
1563671|Sulfitobacter undariae|GCF_014196805.1|strain=DSM 102234|active
1563681|Roseivirga misakiensis|GCF_001747105.1|strain=SK-8|active
1564138|Aliarcobacter faecis|GCF_000585155.1|strain=AF1078|active
1564138|Aliarcobacter faecis|GCF_013201705.1|strain=CCUG 66484|skipped
1564158|Geodermatophilus sabuli|GCF_014191795.1|strain=CECT 8820|active
1564158|Geodermatophilus sabuli|GCF_900215145.1|strain=DSM 46844|skipped
1564159|Geodermatophilus pulveris|GCF_900188375.1|strain=DSM 46839|active
1564160|Geodermatophilus bullaregiensis|GCF_016907675.1|strain=DSM 46841|active
1564161|Geodermatophilus aquaeductus|GCF_900182545.1|strain=DSM 46834|active
1564162|Blastococcus colisei|GCF_006717095.1|strain=DSM 46837|active
1564164|Blastococcus xanthinilyticus|GCF_008124835.1|strain=DSM 46842|active
1564487|Herbinix hemicellulosilytica|GCF_002904165.1||active
1564487|Herbinix hemicellulosilytica|GCF_003315275.1|strain=DSM 29228|skipped
1564516|Phaeodactylibacter luteus|GCF_007993045.1|strain=KCTC 42180|active
1564956|Gracilibacillus massiliensis|GCF_001458115.1|strain=Awa-1|active
1565040|Limoniibacter endophyticus|GCF_014652835.1|strain=KCTC 42097|active
1565415|Streptomyces xiaopingdaonensis|GCF_000262345.1|strain=DUT 180|active
1565536|Yeosuana marina|GCF_011762485.1|strain=JLT21|active
1565605|Rugosibacter aromaticivorans|GCF_000934545.1|strain=Ca6|active
1566026|Roseivirga seohaensis subsp. aquiponti|GCF_001267955.1|strain=D-25|active
1566387|Mesorhizobium hungaricum|GCF_001705425.1|strain=UASWS1009|active
1566827|Parvularcula flava|GCF_009712425.2|strain=NH6-79|active
1566827|Parvularcula flava|GCF_014640455.1|strain=CGMCC 1.14984|skipped
1566885|Mycolicibacterium komanii|GCF_001050035.1|strain=GPK 1020|active
1566886|Mycolicibacterium malmesburyense|GCF_001050015.1|strain=WCM 7299|active
1567106|Paenibacillus dauci|GCF_000971985.1|strain=H9|active
1567107|Paenibacillus wulumuqiensis|GCF_000971965.1|strain=Y24|active
1567108|Rufibacter roseus|GCF_001647285.1|strain=CCM 8621|active
156889|Magnetococcus marinus MC-1|GCF_000014865.1|strain=MC-1|active
156892|Boudabousia marimammalium|GCF_001936115.1|strain=DSM 15383|active
1569211|Marinobacter halotolerans|GCF_008795985.1|strain=NBRC 110910|active
1569283|Seohaeicola zhoushanensis|GCF_014656415.1|strain=KCTC 42650|active
156976|Corynebacterium riegelii|GCF_001263755.1|strain=PUDD_83A45|active
156976|Corynebacterium riegelii|GCF_016728505.1|strain=FDAARGOS_1114|skipped
156978|Corynebacterium imitans|GCF_000739455.1|strain=DSM 44264|active
156978|Corynebacterium imitans|GCF_900187215.1|strain=NCTC13015|skipped
1569794|Chitinophaga qingshengii|GCF_014529935.1|strain=JCM 30026|active
156979|Pseudoglutamicibacter cumminsii|GCF_016907775.1|strain=DSM 10493|active
156980|Arthrobacter woluwensis|GCF_003024475.1|strain=NM-35|active
156980|Arthrobacter woluwensis|GCF_900105345.1|strain=DSM 10495|skipped
156981|Cellulomonas hominis|GCF_007989225.1|strain=NBRC 16055|active
156981|Cellulomonas hominis|GCF_014201095.1|strain=DSM 9581|skipped
156994|Reichenbachiella agariperforans|GCF_900142205.1|strain=DSM 26134|active
1570016|Thioflexothrix psekupsii|GCF_002149925.1|strain=D3|active
157076|Trichococcus collinsii|GCF_900067155.1||active
157076|Trichococcus collinsii|GCF_900107505.1|strain=DSM 14526|skipped
1571185|Marinithermofilum abyssi|GCF_014641195.1|strain=CGMCC 1.15179|active
1571209|Fredinandcohnia onubensis|GCF_002734215.1|strain=0911MAR22V3|active
1571224|Nitrincola alkalilacustris|GCF_008973755.1|strain=NCAIM B.02612|active
1571|Sporosarcina ureae|GCF_002081995.1|strain=S204|active
157225|Salinicoccus hispanicus|GCF_009831115.1|strain=J-82|active
157227|Jeotgalicoccus halotolerans|GCF_003387165.1|strain=DSM 17274|active
1572644|Microbacterium proteolyticum|GCF_014192415.1|strain=CECT 8356|active
1572645|Neptunomonas phycophila|GCF_001922575.1|strain=CECT 8716|active
1572645|Neptunomonas phycophila|GCF_013394205.1|strain=Scap09|skipped
157268|Helicobacter winghamensis|GCF_014931175.1|strain=2015D-0170|active
1572751|Croceibacterium mercuriale|GCF_000802385.1|strain=Coronado|active
1572857|Fontibacillus solani|GCF_014138385.1|strain=CECT 8693|active
1572859|Gellertiella hungarica|GCF_014197145.1|strain=DSM 29853|active
1574161|Proteus terrae|GCF_003144325.1|strain=LMG 28659|active
1574475|Aphanocapsa montana BDHKU210001|GCF_000817745.2|strain=BDHKU210001|active
1574623|Lyngbya confervoides BDU141951|GCF_000817775.2|strain=BDU141951|active
1574624|Cutibacterium namnetense|GCF_001642025.1|strain=NTS 31307302|active
1574624|Cutibacterium namnetense|GCF_003384605.1|strain=T34998|skipped
157463|Fructobacillus ficulneus|GCF_001047075.2|strain=JCM 12225|active
157465|Nocardiopsis composta|GCF_014200805.1|strain=DSM 44551|active
157592|Sterolibacterium denitrificans|GCF_001586935.1|strain=DSM 13999|active
1576369|Planctomicrobium piriforme|GCF_900113665.1|strain=DSM 26348|active
1576874|Corynebacterium alimapuense|GCF_003716585.1|strain=VA37-3|active
157687|Leptotrichia wadei|GCF_007990545.2|strain=JCM16777|active
157688|Leptotrichia hofstadii|GCF_007990525.1|strain=JCM16775|active
1576911|Camelimonas fluminis|GCF_014656355.1|strain=KCTC 42282|active
157691|Leptotrichia shahii|GCF_008327825.1|strain=JCM16776|active
157692|Pseudoleptotrichia goodfellowii|GCF_007990505.1|strain=JCM16774|active
157733|Alkalihalobacillus macyae|GCF_001039475.1|strain=DSM 16346|active
1577474|Raineyella antarctica|GCF_900092135.1|strain=LZ-22|active
1577686|Silvibacterium bohemicum|GCF_001006305.1|strain=S15|active
1577686|Silvibacterium bohemicum|GCF_014201455.1|strain=DSM 103733|skipped
1577687|Terracidiphilus gabretensis|GCF_001449115.1|strain=S55|active
1577690|Sphingobium estronivorans|GCF_008692605.1|strain=AXB|active
1577780|Phaeocystidibacter marisrubri|GCF_008933165.1|strain=JCM 30614|active
1577780|Phaeocystidibacter marisrubri|GCF_014640415.1|strain=CGMCC 1.14954|skipped
1577792|Terrisporobacter othiniensis|GCF_000808015.1|strain=08-306576|active
157779|Kushneria marisflavi|GCF_002157205.1|strain=SW32|active
157779|Kushneria marisflavi|GCF_003610515.1|strain=DSM 15357|skipped
1577887|Dickeya undicola|GCF_000784735.1|strain=2B12|active
157792|Pseudomonas xiamenensis|GCF_014219065.1|strain=PX1|active
1578165|Mycobacteroides saopaulense|GCF_001456355.1|strain=EPM10906|active
1578165|Mycobacteroides saopaulense|GCF_002086715.1|strain=CCUG 66554|skipped
1578198|Neobacillus notoginsengisoli|GCF_003515685.1|strain=JCM 30743|active
157838|Bacillus shackletonii|GCF_001420715.1|strain=LMG 18435|active
157838|Bacillus shackletonii|GCF_011008805.1|strain=LMG 18435|skipped
1578720|Helicobacter ailurogastricus|GCF_001282945.1||active
157910|Paraburkholderia tuberum|GCF_900101795.1|strain=DUS833|active
1579316|Halocynthiibacter arcticus|GCF_000812665.2|strain=PAMC 20958|active
1579333|Limibacillus halophilus|GCF_014191775.1|strain=CECT 8803|active
1579424|Streptococcus azizii|GCF_001984705.1|strain=12-5291|active
1579424|Streptococcus azizii|GCF_001984715.1|strain=12-5202|skipped
1579979|Wenzhouxiangella marina|GCF_001187785.1|strain=KCTC 42284|active
1579979|Wenzhouxiangella marina|GCF_014203035.1|strain=DSM 103414|skipped
1579|Lactobacillus acidophilus|GCF_000786395.1|strain=ATCC 4356|active
1579|Lactobacillus acidophilus|GCF_003047065.1|strain=DSM 20079|skipped
1580596|Phaeobacter piscinae|GCF_000826835.1|strain=S26|active
1580596|Phaeobacter piscinae|GCF_002407245.1|strain=P14|skipped
1580|Levilactobacillus brevis|GCF_900475625.1|strain=NCTC13768|active
1581193|Nonomuraea indica|GCF_002850745.1|strain=DRQ-2|active
1581420|Aurantiacibacter luteus|GCF_001010945.1|strain=KA37|active
1581472|Streptococcus panodentis|GCF_017884005.1|strain=CCUG 70867|active
158189|Sphaerochaeta globosa str. Buddy|GCF_000190435.1|strain=Buddy|active
158190|Sphaerochaeta pleomorpha str. Grapes|GCF_000236685.1|strain=Grapes|active
1581|Lentilactobacillus buchneri|GCF_004354745.1|strain=ATCC 4005|active
1581|Lentilactobacillus buchneri|GCF_005047285.1|strain=S45|skipped
1581|Lentilactobacillus buchneri|GCF_009495475.1|strain=ATCC 4005|skipped
1581|Lentilactobacillus buchneri|GCF_018314255.1|strain=ATCC 4005|skipped
1582259|Gudongella oleilytica|GCF_004101785.1|strain=W6|active
1582270|Acinetobacter populi|GCF_002174125.1|strain=PBJ7|active
1582364|Demequina activiva|GCF_016862815.1|strain=NBRC 110675|active
1583098|Fusobacterium hwasookii|GCF_014217355.1|strain=KCOM 1249|active
1583331|Porphyromonas pasteri|GCF_014647755.1|strain=JCM 30531|active
1583341|Pseudomonas cerasi|GCF_014450905.1|strain=H346-S|active
1583|Weissella confusa|GCF_004771075.1|strain=VTT E-133279|active
158484|Cedecea davisae|GCF_900446735.1|strain=NCTC13724|active
158500|Novosphingobium resinovorum|GCF_000632105.1|strain=KF1|active
1585974|Beduini massiliensis|GCF_000829905.1|strain=GM1|active
1585976|Bergeyella cardium|GCF_003614945.1|strain=1|active
1585|Lactobacillus delbrueckii subsp. bulgaricus|GCF_006539405.1|strain=NBRC 13953|active
1586242|Luteimonas arsenica|GCF_004352825.1|strain=26-35|active
1586267|Apibacter mensalis|GCF_001418685.1|strain=R-53146|active
1586267|Apibacter mensalis|GCF_900018365.1|strain=R-53146|skipped
158627|Pseudomonas graminis|GCF_900111735.1|strain=DSM 11363|active
1586287|Lentzea guizhouensis|GCF_001701025.1|strain=DHS C013|active
1587527|Domibacillus tundrae|GCF_000970675.1|strain=PAMC 80007|active
1587|Lactobacillus helveticus|GCF_002849915.1|strain=FAM8627|active
1587|Lactobacillus helveticus|GCF_015698225.1|strain=JCM 1120|skipped
158822|Cedecea neteri|GCF_002393445.1|strain=FDAARGOS_392|active
158823|Cedecea lapagei|GCF_900635955.1|strain=NCTC11466|active
158841|Leminorella richardii|GCF_900478135.1|strain=NCTC12151|active
158847|Megamonas hypermegale|GCF_900187035.1|strain=NCTC10570|active
158849|Moellerella wisconsensis|GCF_001020485.1|strain=GTA-1455|active
158849|Moellerella wisconsensis|GCF_900706815.1|strain=NCTC12132|skipped
158850|Providencia rustigianii|GCF_900455075.1|strain=NCTC11802|active
158850|Providencia rustigianii|GCF_900455105.1|strain=NCTC12026|skipped
158850|Providencia rustigianii|GCF_900455235.1|strain=NCTC11667|skipped
1588641|Subtercola lobariae|GCF_014640255.1|strain=CGMCC 1.12976|active
1588641|Subtercola lobariae|GCF_016881145.1|strain=9583b|skipped
1588644|Nocardioides deserti|GCF_014266025.1|strain=SC8A-24|active
1588644|Nocardioides deserti|GCF_014646035.1|strain=CGMCC 4.7183|skipped
1588748|Megasphaera hutchinsoni|GCF_001553405.1|strain=KA00182|active
158877|Yokenella regensburgei|GCF_003634235.1|strain=DSM 5079|active
158877|Yokenella regensburgei|GCF_900460805.1|strain=NCTC11966|skipped
158890|Rhizobium loessense|GCF_900099775.1|strain=CGMCC 1.3401|active
158891|Rhizobium indigoferae|GCF_013087605.1|strain=CCBAU 71042|active
158897|Pseudarthrobacter scleromae|GCF_014644515.1|strain=CGMCC 1.3601|active
158898|Gordonia westfalica|GCF_900105725.1|strain=DSM 44215|active
158899|Collimonas fungivorans|GCF_001584145.1|strain=Ter6|active
1588|Lentilactobacillus hilgardii|GCF_004354795.1|strain=ATCC 8290|active
1588|Lentilactobacillus hilgardii|GCF_009832765.1|strain=FLUB|skipped
1589|Lactiplantibacillus pentosus|GCF_003641185.1|strain=DSM 20314|active
1589|Lactiplantibacillus pentosus|GCF_004354685.1|strain=ATCC 8041|skipped
1590614|Actibacterium ureilyticum|GCF_002285435.1|strain=LS-811|active
1590652|Cohnella kolymensis|GCF_000829465.1|strain=VKM B-2846|active
159087|Dechloromonas aromatica RCB|GCF_000012425.1|strain=RCB|retired_Oct21
1590|Lactiplantibacillus plantarum|GCF_001436855.1|strain=DSM 13273|active
1590|Lactiplantibacillus plantarum|GCF_003269405.1|strain=SK151|skipped
1590|Lactiplantibacillus plantarum|GCF_014131735.1|strain=DSM 20174|skipped
1591085|Dyadobacter jiangsuensis|GCF_003014695.1|strain=DSM 29057|active
1591087|Nesterenkonia populi|GCF_007994735.1|strain=DSM 27959|active
1591088|Helicobacter himalayensis|GCF_001602095.1|strain=YS1|active
1591408|Sporolactobacillus pectinivorans|GCF_002802965.1|strain=GD201205|active
1591409|Pseudohalocynthiibacter aestuariivivens|GCF_011040495.1|strain=RR4-35|active
1592106|Terriglobus albidus|GCF_008000815.1|strain=ORNL|active
1592317|Desulfoplanes formicivorans|GCF_001748225.1|strain=Pf12B|active
1592324|Prauserella endophytica|GCF_005146945.1|strain=CGMCC 4.7182|active
1592631|Pantoea pleuroti|GCF_014156615.1|strain=JZB 2120015|active
1592790|Sphingobium phenoxybenzoativorans|GCF_001757355.1|strain=SC_3|active
159290|Desulfonatronum thiodismutans|GCF_000717475.1|strain=MLF-1|active
159291|Alkalispirochaeta americana|GCF_900156105.1|strain=ASpG1|active
159292|Tindallia californiensis|GCF_900107405.1|strain=APO|active
159450|Paraburkholderia sacchari|GCF_000785435.2|strain=LMG 19450|active
159450|Paraburkholderia sacchari|GCF_902833715.1|strain=LMG 19450|skipped
1596|Lactobacillus gasseri|GCF_900452355.1|strain=NCTC13722|active
1597977|Spirosoma fluviale|GCF_900230225.1|strain=DSM 29961|active
1597|Lacticaseibacillus paracasei|GCF_000019245.4|strain=Zhang|active
1598147|Planococcus faecalis|GCF_001856115.1|strain=CECT 8759|active
1598147|Planococcus faecalis|GCF_002009235.1|strain=AJ003|skipped
159836|Megasphaera hominis|GCF_014269395.1|strain=NSJ-59|active
1598|Limosilactobacillus reuteri|GCF_015377805.1|strain=TK-F8A|active
1599|Latilactobacillus sakei|GCF_009676365.1|strain=CBA3614|active
159|Brachyspira hyodysenteriae|GCF_001013005.1|strain=B78|active
159|Brachyspira hyodysenteriae|GCF_017751225.1|strain=Bh743-7x|skipped
1600|Lactobacillus acetotolerans|GCF_008831485.1|strain=LA749|active
1601833|Salipaludibacillus aurantiacus|GCF_900111295.1|strain=S9|active
1601|Ligilactobacillus agilis|GCF_001243975.1|strain=Marseille|active
1602169|Prevotella pectinovora|GCF_000833995.1|strain=P5-125|active
1602169|Prevotella pectinovora|GCF_000834015.1|strain=P4-76|skipped
1602942|Cytobacillus depressus|GCF_008923245.1|strain=BZ1|active
1602943|Halomonas lutescens|GCF_014640815.1|strain=CGMCC 1.15122|active
1602|Companilactobacillus alimentarius|GCF_007991795.1|strain=NBRC 106464|active
1603258|Williamsia herbipolensis|GCF_000964005.1|strain=ARP1|active
1603353|Massilia psychrophila|GCF_002760665.1|strain=JCM 30813|active
1603353|Massilia psychrophila|GCF_014641415.1|strain=CGMCC 1.15196|skipped
1603606|Desulfuromonas soudanensis|GCF_001278055.1|strain=WTL|active
160386|Corynebacterium casei|GCF_900163675.1|strain=JB4|active
1603886|Bifidobacterium lemurum|GCF_001895165.1|strain=DSM 28807|active
1603886|Bifidobacterium lemurum|GCF_002259665.1|strain=DSM 28807|skipped
1603886|Bifidobacterium lemurum|GCF_014898175.1|strain=DSM 28807|skipped
160396|Chryseobacterium defluvii|GCF_003634775.1|strain=DSM 14219|active
1603|Amylolactobacillus amylophilus|GCF_006540265.1|strain=NBRC 15881|active
1604334|Lysobacter tolerans|GCF_900155935.1|strain=UM1|active
1604335|Yersinia rochesterensis|GCF_902170605.1|strain=IP35638|active
160434|Samsonia erythrinae|GCF_004342665.1|strain=DSM 16730|active
1604354|Mannheimia massilioguelmaensis|GCF_000940515.1|strain=MG13|active
160453|Enterococcus gilvus|GCF_001885915.1|strain=DSM 15689|active
160454|Enterococcus pallens|GCF_001886075.1|strain=DSM 15690|active
160487|Paenibacillus turicensis|GCF_017873435.1|strain=DSM 14349|active
1604897|Clostridium fungisolvens|GCF_014193895.1|strain=TW1|active
1604|Lactobacillus amylovorus|GCF_005049155.1|strain=S60|active
1605367|Jiulongibacter sediminis|GCF_001306455.1|strain=JN14-9|active
1605367|Jiulongibacter sediminis|GCF_004329705.1|strain=JN14-9|skipped
1605838|Pseudomonas coleopterorum|GCF_900105555.1|strain=LMG 28558|active
1605891|Lysobacter maris|GCF_003233695.1|strain=HZ9B|active
1605891|Lysobacter maris|GCF_006546735.2|strain=KCTC 42381|skipped
1605892|Dysgonomonas alginatilytica|GCF_003201355.1|strain=DSM 100214|active
1605990|Actinorugispora endophytica|GCF_004363075.1|strain=DSM 46770|active
1605|Ligilactobacillus animalis|GCF_009933595.1|strain=P38|active
160660|Acidihalobacter prosperus|GCF_000754095.2|strain=DSM 5130|active
160699|Agrobacterium larrymoorei|GCF_005144425.1|strain=CFBP5477|active
160699|Agrobacterium larrymoorei|GCF_005145045.1|strain=CFBP5473|skipped
1606|Ligilactobacillus aviarius|GCF_007989665.1|strain=NBRC 102162|active
1607738|Staphylococcus argensis|GCF_002902305.1|strain=DSM 29875|active
1607738|Staphylococcus argensis|GCF_007682245.1|strain=DE0069|skipped
1607949|Corticibacterium populi|GCF_014652875.1|strain=KCTC 42249|active
160799|Paenibacillus borealis|GCF_000758665.1|strain=DSM 13188|active
1607|Loigolactobacillus bifermentans|GCF_009650015.1|strain=LB003|active
160825|Comamonas koreensis|GCF_014076495.1|strain=T50-37|active
1608400|Algibacter amylolyticus|GCF_007559325.1|strain=RU-4-M-4|active
1608400|Algibacter amylolyticus|GCF_008630605.1|strain=RU-4-M-4|skipped
1608400|Algibacter amylolyticus|GCF_014202225.1|strain=DSM 29199|skipped
1608407|Puniceibacterium sediminis|GCF_900188035.1|strain=DSM 29052|active
1608422|Henriciella algicola|GCF_003576245.1|strain=CCUG67844|active
1608583|Streptococcus varani|GCF_001375655.1|strain=FF10|active
1608584|Chryseobacterium senegalense|GCF_001403755.1|strain=FF12|active
1608614|Modestobacter muralis|GCF_010682105.1|strain=DSM 100205|active
1608614|Modestobacter muralis|GCF_010686625.1|strain=DSM 100205|skipped
1608710|Gelidibacter sediminis|GCF_004364975.1|strain=DSM 28135|active
1608942|Roseomonas oryzae|GCF_008386565.1|strain=KCTC 42542|active
1608994|Pseudomonas weihenstephanensis|GCF_001043055.1|strain=DSM 29166|active
1608994|Pseudomonas weihenstephanensis|GCF_016812185.1|strain=TMW2.1728|skipped
1608996|Pseudomonas helleri|GCF_001043025.1|strain=DSM 29165|active
1609272|Streptomyces adustus|GCF_009377175.1|strain=NBRC 109810|active
1609531|Chryseobacterium rhizoplanae|GCF_900182655.1|strain=DSM 29371|active
1609977|Sphingomonas hengshuiensis|GCF_000935025.1|strain=WHSC-8|active
1610489|Corynebacterium pollutisoli|GCF_900177745.1|strain=VDS11|active
1610490|Fictibacillus halophilus|GCF_016401385.1|strain=KCTC 33758|active
1610491|Lampropedia cohaerens|GCF_001005215.1|strain=CT6|active
1610492|Pontibacter ummariensis|GCF_003002015.1|strain=NKM1|active
1610492|Pontibacter ummariensis|GCF_900188175.1|strain=NKM1|skipped
1610493|Tessaracoccus flavus|GCF_001997295.1|strain=RP1|active
1610493|Tessaracoccus flavus|GCF_900107385.1|strain=RP1|skipped
1611323|Halofilum ochraceum|GCF_001614315.2|strain=XJ16|active
161156|Thermodesulfobacterium hydrogeniphilum|GCF_000746255.1|strain=DSM 14290|active
1611836|Staphylococcus pragensis|GCF_004785665.1|strain=CCM 8529|active
1611836|Staphylococcus pragensis|GCF_014635505.1|strain=CCM 8529|skipped
1612149|Chryseobacterium limigenitum|GCF_900114875.1|strain=SUR2|active
1612150|Mycoplasma tullyi|GCF_014068355.1|strain=56A97T|active
1612173|Niveispirillum cyanobacteriorum|GCF_002868735.1|strain=TH16|active
1612173|Niveispirillum cyanobacteriorum|GCF_014640215.1|strain=CGMCC 1.12958|skipped
1612202|Pelagirhabdus alkalitolerans|GCF_900096905.1|strain=S5|active
1612203|Cellulosimicrobium aquatile|GCF_900155925.1|strain=3bp|active
1612308|Methylocapsa palsarum|GCF_900114285.1|strain=NE2|active
1612435|Streptomyces kronopolitis|GCF_014646275.1|strain=CGMCC 4.7323|active
1612552|Actinoalloteichus fjordicus|GCF_001941625.1|strain=ADI127-7|active
1612624|Pararhizobium polonicum|GCF_001687365.1|strain=F5.1|active
1612|Companilactobacillus farciminis|GCF_004354695.1|strain=ATCC 29644|active
161355|Planomonospora sphaerica|GCF_001653075.1|strain=JCM 9374|active
161358|Microtetraspora malaysiensis|GCF_001528665.1|strain=NBRC 100735|active
161398|Pseudoalteromonas phenolica|GCF_001444405.1|strain=KCTC 12086|active
